"事故類型及型態子類別名稱","發生年度","發生月份","發生日期","發生時間","天候名稱","光線名稱","速限.第1當事者","道路型態子類別名稱","事故位置子類別名稱","路面狀況.路面鋪裝名稱","路面狀況.路面狀態名稱","道路障礙.視距品質名稱","號誌.號誌動作名稱","車道劃分設施.分向設施大類別名稱","車道劃分設施.分道設施.快慢車道間名稱","車道劃分設施.分道設施.路面邊線名稱","當事者事故發生時年齡","行動電話或電腦或其他相類功能裝置名稱","經度","緯度","縣市","鄉鎮"
"對撞","2018",1,2,19,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",34,"不明",121.700766,25.09164,"基隆市","七堵區"
"對撞","2018",1,2,19,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",66,"未使用",121.700766,25.09164,"基隆市","七堵區"
"對撞","2018",1,2,19,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",43,"未使用",121.700766,25.09164,"基隆市","七堵區"
"對撞","2018",1,2,19,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",18,"不明",121.700766,25.09164,"基隆市","七堵區"
"同向通行中","2018",1,3,14,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",29,"不明",121.497846,25.078875,"臺北市","中山區"
"同向通行中","2018",1,3,14,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",75,"非汽(機)車駕駛人",121.497846,25.078875,"臺北市","中山區"
"對撞","2018",1,3,16,"陰","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",18,"未使用",121.542779,24.953206,"新北市","新店區"
"對撞","2018",1,3,16,"陰","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",63,"未使用",121.542779,24.953206,"新北市","新店區"
"路口交岔撞","2018",1,4,6,"陰","晨或暮光",70,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","快慢車道分隔線","有",49,"未使用",120.840394,24.567602,"苗栗縣","苗栗市"
"路口交岔撞","2018",1,4,6,"陰","晨或暮光",70,"四岔路","交叉路口內","柏油","乾燥","良好","正常","無","快慢車道分隔線","有",75,"非汽(機)車駕駛人",120.840394,24.567602,"苗栗縣","苗栗市"
"其他","2018",1,4,8,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","無",107,"",120.295769,22.678293,"高雄市","左營區"
"其他","2018",1,4,8,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","無",29,"未使用",120.295769,22.678293,"高雄市","左營區"
"追撞","2018",1,4,12,"雨","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",36,"未使用",120.33738,23.912923,"彰化縣","芳苑鄉"
"追撞","2018",1,4,12,"雨","日間自然光線",60,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",76,"未使用",120.33738,23.912923,"彰化縣","芳苑鄉"
"側撞","2018",1,4,15,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",61,"非汽(機)車駕駛人",120.252004,23.026821,"臺南市","永康區"
"側撞","2018",1,4,15,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",21,"未使用",120.252004,23.026821,"臺南市","永康區"
"其他","2018",1,4,19,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","路肩、路緣","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","有",61,"未使用",120.263,22.946904,"臺南市","仁德區"
"其他","2018",1,4,19,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","路肩、路緣","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","有",38,"未使用",120.263,22.946904,"臺南市","仁德區"
"同向擦撞","2018",1,5,19,"陰","日間自然光線",60,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",49,"未使用",120.568049,22.701458,"屏東縣","長治鄉"
"同向擦撞","2018",1,5,19,"陰","日間自然光線",60,"直路","快車道","柏油","乾燥","良好","無號誌","雙向禁止超車線","快慢車道分隔線","有",66,"非汽(機)車駕駛人",120.568049,22.701458,"屏東縣","長治鄉"
"其他","2018",1,5,22,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"直路","快車道","柏油","濕潤","良好","正常","中央分向島","快慢車道分隔線","有",53,"未使用",121.756774,24.809262,"宜蘭縣","礁溪鄉"
"其他","2018",1,5,22,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"直路","快車道","柏油","濕潤","良好","正常","中央分向島","快慢車道分隔線","有",84,"非汽(機)車駕駛人",121.756774,24.809262,"宜蘭縣","礁溪鄉"
"其他","2018",1,6,18,"雨","夜間(或隧道、地下道、涵洞)無照明",80,"直路","快車道","柏油","濕潤","良好","無號誌","中央分向島","窄式快慢車道分隔島(無柵欄)","有",75,"未使用",120.876008,24.705239,"苗栗縣","竹南鎮"
"其他","2018",1,6,18,"雨","夜間(或隧道、地下道、涵洞)無照明",80,"直路","快車道","柏油","濕潤","良好","無號誌","中央分向島","窄式快慢車道分隔島(無柵欄)","有",49,"未使用",120.876008,24.705239,"苗栗縣","竹南鎮"
"撞路樹、電桿","2018",1,7,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",107,"",120.394705,22.608741,"高雄市","大寮區"
"撞路樹、電桿","2018",1,7,1,"晴","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",36,"不明",120.394705,22.608741,"高雄市","大寮區"
"撞路樹、電桿","2018",1,7,14,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",13,"未使用",120.595803,22.62726,"屏東縣","內埔鄉"
"撞路樹、電桿","2018",1,7,14,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",15,"非汽(機)車駕駛人",120.595803,22.62726,"屏東縣","內埔鄉"
"路口交岔撞","2018",1,7,16,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",70,"未使用",120.173793,22.990804,"臺南市","安平區"
"路口交岔撞","2018",1,7,16,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",17,"非汽(機)車駕駛人",120.173793,22.990804,"臺南市","安平區"
"路口交岔撞","2018",1,7,16,"晴","日間自然光線",50,"四岔路","交叉路口內","柏油","乾燥","良好","正常","中央分向島","快慢車道分隔線","有",69,"未使用",120.173793,22.990804,"臺南市","安平區"
"其他","2018",1,7,19,"陰","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",51,"未使用",119.678307,23.577877,"澎湖縣","湖西鄉"
"撞交通島","2018",1,8,1,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",15,"未使用",120.749445,21.986095,"屏東縣","恆春鎮"
"路上翻車、摔倒","2018",1,8,7,"陰","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",22,"未使用",121.549261,23.77508,"花蓮縣","壽豐鄉"
"對向擦撞","2018",1,8,7,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",61,"未使用",120.398532,23.54083,"嘉義縣","民雄鄉"
"對向擦撞","2018",1,8,7,"晴","日間自然光線",50,"三岔路","交叉路口內","柏油","乾燥","良好","正常","無","未繪設快慢車道分隔線","無",30,"未使用",120.398532,23.54083,"嘉義縣","民雄鄉"
"追撞","2018",1,8,11,"晴","日間自然光線",80,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",51,"未使用",120.358323,22.695224,"高雄市","仁武區"
"追撞","2018",1,8,11,"晴","日間自然光線",80,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",60,"未使用",120.358323,22.695224,"高雄市","仁武區"
"追撞","2018",1,8,11,"晴","日間自然光線",80,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",35,"未使用",120.358323,22.695224,"高雄市","仁武區"
"追撞","2018",1,8,11,"晴","日間自然光線",80,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",35,"未使用",120.358323,22.695224,"高雄市","仁武區"
"追撞","2018",1,8,11,"晴","日間自然光線",80,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",68,"未使用",120.358323,22.695224,"高雄市","仁武區"
"追撞","2018",1,8,11,"晴","日間自然光線",80,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","未繪設快慢車道分隔線","有",47,"未使用",120.358323,22.695224,"高雄市","仁武區"
"路口交岔撞","2018",1,8,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","無鋪裝","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","無",53,"未使用",120.170116,22.989928,"臺南市","安平區"
"路口交岔撞","2018",1,8,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","無鋪裝","濕潤","良好","無號誌","無","未繪設快慢車道分隔線","無",35,"未使用",120.170116,22.989928,"臺南市","安平區"
"撞護欄(樁)","2018",1,8,22,"晴","夜間(或隧道、地下道、涵洞)有照明",30,"三岔路","交叉路口內","柏油","濕潤","良好","正常","中央分向島","未繪設快慢車道分隔線","無",57,"不明",120.573181,23.718676,"雲林縣","斗六市"
"追撞","2018",1,9,0,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",35,"不明",120.489117,24.137005,"彰化縣","和美鎮"
"追撞","2018",1,9,0,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",19,"非汽(機)車駕駛人",120.489117,24.137005,"彰化縣","和美鎮"
"追撞","2018",1,9,0,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",25,"非汽(機)車駕駛人",120.489117,24.137005,"彰化縣","和美鎮"
"追撞","2018",1,9,0,"雨","夜間(或隧道、地下道、涵洞)有照明",60,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",22,"非汽(機)車駕駛人",120.489117,24.137005,"彰化縣","和美鎮"
"側撞","2018",1,9,4,"雨","夜間(或隧道、地下道、涵洞)無照明",90,"直路","快車道","柏油","濕潤","不良","無號誌","中央分向島","未繪設快慢車道分隔線","有",29,"不明",120.239439,23.127342,"臺南市","安定區"
"側撞","2018",1,9,4,"雨","夜間(或隧道、地下道、涵洞)無照明",90,"直路","快車道","柏油","濕潤","不良","無號誌","中央分向島","未繪設快慢車道分隔線","有",37,"非汽(機)車駕駛人",120.239439,23.127342,"臺南市","安定區"
"側撞","2018",1,9,4,"雨","夜間(或隧道、地下道、涵洞)無照明",90,"直路","快車道","柏油","濕潤","不良","無號誌","中央分向島","未繪設快慢車道分隔線","有",36,"未使用",120.239439,23.127342,"臺南市","安定區"
"側撞","2018",1,9,4,"雨","夜間(或隧道、地下道、涵洞)無照明",90,"直路","快車道","柏油","濕潤","不良","無號誌","中央分向島","未繪設快慢車道分隔線","有",61,"未使用",120.239439,23.127342,"臺南市","安定區"
"側撞","2018",1,9,4,"雨","夜間(或隧道、地下道、涵洞)無照明",90,"直路","快車道","柏油","濕潤","不良","無號誌","中央分向島","未繪設快慢車道分隔線","有",57,"非汽(機)車駕駛人",120.239439,23.127342,"臺南市","安定區"
"對向通行中","2018",1,9,5,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","行人穿越道","柏油","濕潤","良好","正常","行車分向線","未繪設快慢車道分隔線","有",60,"未使用",121.529499,25.049928,"臺北市","信義區"
"對向通行中","2018",1,9,5,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","行人穿越道","柏油","濕潤","良好","正常","行車分向線","未繪設快慢車道分隔線","有",27,"未使用",121.529499,25.049928,"臺北市","信義區"
"撞橋樑、建築物","2018",1,9,7,"雨","日間自然光線",40,"彎曲路及附近","一般車道(未劃分快慢車道)","柏油","濕潤","不良","無號誌","無","未繪設快慢車道分隔線","有",71,"不明",120.764477,23.9914,"南投縣","草屯鎮"
"穿越道路中","2018",1,9,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",54,"非汽(機)車駕駛人",120.29076,23.584318,"雲林縣","北港鎮"
"穿越道路中","2018",1,9,18,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","一般車道(未劃分快慢車道)","柏油","濕潤","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",18,"未使用",120.29076,23.584318,"雲林縣","北港鎮"
"路口交岔撞","2018",1,9,22,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",40,"未使用",120.200351,22.989942,"臺南市","西區"
"路口交岔撞","2018",1,9,22,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"四岔路","交叉路口內","柏油","濕潤","良好","正常","無","未繪設快慢車道分隔線","無",21,"未使用",120.200351,22.989942,"臺南市","西區"
"對撞","2018",1,10,0,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",37,"未使用",118.338118,24.42992,"金門縣","金寧鄉"
"對撞","2018",1,10,0,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",22,"未使用",118.338118,24.42992,"金門縣","金寧鄉"
"對撞","2018",1,10,0,"晴","夜間(或隧道、地下道、涵洞)有照明",60,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","行車分向線","未繪設快慢車道分隔線","有",23,"未使用",118.338118,24.42992,"金門縣","金寧鄉"
"衝出路外","2018",1,10,5,"雨","夜間(或隧道、地下道、涵洞)有照明",50,"直路","路肩、路緣","柏油","濕潤","良好","無號誌","中央分向島","未繪設快慢車道分隔線","無",33,"不明",120.415939,23.690645,"雲林縣","虎尾鎮"
"穿越道路中","2018",1,10,13,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",39,"未使用",121.373493,24.936689,"新北市","三峽區"
"穿越道路中","2018",1,10,13,"晴","日間自然光線",50,"四岔路","交叉口附近","柏油","乾燥","良好","正常","中央分向島","未繪設快慢車道分隔線","無",69,"非汽(機)車駕駛人",121.373493,24.936689,"新北市","三峽區"
"撞路樹、電桿","2018",1,10,13,"晴","日間自然光線",50,"直路","路肩、路緣","柏油","乾燥","良好","無號誌","雙向禁止超車線","未繪設快慢車道分隔線","有",39,"不明",120.704942,23.829712,"南投縣","名間鄉"
"其他","2018",1,11,6,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"四岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",57,"未使用",120.506045,22.659898,"屏東縣","屏東市"
"其他","2018",1,11,6,"晴","夜間(或隧道、地下道、涵洞)有照明",40,"四岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","有",67,"未使用",120.506045,22.659898,"屏東縣","屏東市"
"追撞","2018",1,11,10,"陰","日間自然光線",70,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",20,"不明",120.540994,22.487496,"屏東縣","南州鄉"
"追撞","2018",1,11,10,"陰","日間自然光線",70,"直路","慢車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","有",77,"未使用",120.540994,22.487496,"屏東縣","南州鄉"
"穿越道路中","2018",1,11,11,"晴","日間自然光線",40,"巷弄","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","無",54,"未使用",121.53937,25.028725,"臺北市","大安區"
"穿越道路中","2018",1,11,11,"晴","日間自然光線",40,"巷弄","一般車道(未劃分快慢車道)","柏油","乾燥","良好","正常","行車分向線","未繪設快慢車道分隔線","無",88,"非汽(機)車駕駛人",121.53937,25.028725,"臺北市","大安區"
"其他","2018",1,11,16,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","無",72,"不明",120.2949,22.65048,"高雄市","三民區"
"其他","2018",1,11,16,"晴","日間自然光線",50,"直路","快車道","柏油","乾燥","良好","無號誌","中央分向島","快慢車道分隔線","無",20,"未使用",120.2949,22.65048,"高雄市","三民區"
"側撞","2018",1,11,17,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",37,"未使用",120.553262,24.061784,"彰化縣","彰化市"
"側撞","2018",1,11,17,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",35,"未使用",120.553262,24.061784,"彰化縣","彰化市"
"側撞","2018",1,11,17,"晴","日間自然光線",40,"直路","一般車道(未劃分快慢車道)","柏油","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","有",55,"未使用",120.553262,24.061784,"彰化縣","彰化市"
"側撞","2018",1,12,8,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","不正常","無","未繪設快慢車道分隔線","無",48,"不明",120.290024,22.654777,"高雄市","鼓山區"
"側撞","2018",1,12,8,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","不正常","無","未繪設快慢車道分隔線","無",102,"未使用",120.290024,22.654777,"高雄市","鼓山區"
"側撞","2018",1,12,8,"晴","日間自然光線",40,"四岔路","交叉路口內","柏油","乾燥","良好","不正常","無","未繪設快慢車道分隔線","無",35,"未使用",120.290024,22.654777,"高雄市","鼓山區"
"同向擦撞","2018",1,12,9,"陰","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","無",35,"未使用",121.811171,25.107885,"新北市","瑞芳區"
"同向擦撞","2018",1,12,9,"陰","日間自然光線",40,"三岔路","交叉路口內","柏油","乾燥","良好","正常","雙向禁止超車線","未繪設快慢車道分隔線","無",72,"未使用",121.811171,25.107885,"新北市","瑞芳區"
"側撞","2018",1,12,14,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","行車分向線","快慢車道分隔線","有",81,"不明",120.708829,24.25204,"臺中市","豐原區"
"側撞","2018",1,12,14,"晴","日間自然光線",50,"三岔路","交叉口附近","柏油","乾燥","良好","正常","行車分向線","快慢車道分隔線","有",56,"不明",120.708829,24.25204,"臺中市","豐原區"
"撞路樹、電桿","2018",1,12,17,"晴","日間自然光線",50,"直路","一般車道(未劃分快慢車道)","其他鋪裝","乾燥","良好","無號誌","無","未繪設快慢車道分隔線","無",39,"不明",120.650878,22.261171,"屏東縣","枋山鄉"
